1;1;1;0;53.75;27.75;40.75;A;100101
2;1;2;0;54.75;28.75;41.75;A;100101
3;1;3;0;55.75;29.75;42.75;B;100102
4;1;4;0;56.75;30.75;43.75;B;100103
5;1;5;0;57.75;31.75;44.75;B;100104
6;1;6;0;58.75;32.75;45.75;B;100104
7;1;7;0;59.75;33.75;46.75;B;100104
8;1;8;0;60.75;34.75;47.75;B;100101
9;1;9;0;61.75;35.75;48.75;B;100101
10;1;10;0;62.75;36.75;49.75;B;100102
11;1;11;0;63.75;37.75;50.75;B;100103
12;1;12;0;64.75;38.75;51.75;B;100104
13;1;13;0;65.75;39.75;52.75;B;100104
14;1;14;0;66.75;40.75;53.75;B;100104
15;1;15;0;67.75;41.75;54.75;B;100101
16;1;16;0;68.75;42.75;55.75;B;100101
17;1;17;0;69.75;43.75;56.75;B;100102
18;1;18;0;70.75;44.75;57.75;C;100103
19;1;19;0;71.75;45.75;58.75;C;100104
20;1;20;0;72.75;46.75;59.75;C;100104
21;1;21;0;73.75;47.75;60.75;C;100104
22;1;22;0;74.75;48.75;61.75;C;100101
23;1;23;0;75.75;49.75;62.75;C;100101
24;1;24;0;76.75;50.75;63.75;C;100102
25;1;25;0;77.75;51.75;64.75;C;100103
26;1;26;0;78.75;52.75;65.75;C;100104
27;1;27;0;79.75;53.75;66.75;C;100104
28;1;28;0;80.75;54.75;67.75;C;100104
29;1;29;0;81.75;55.75;68.75;C;100101
30;1;30;0;82.75;56.75;69.75;C;100101
31;1;31;0;83.75;57.75;70.75;C;100102
32;1;32;0;84.75;58.75;71.75;C;100103
33;1;33;0;85.75;59.75;72.75;C;100104
34;1;34;0;86.75;60.75;73.75;C;100104
35;1;35;0;87.75;61.75;74.75;C;100104
36;1;36;0;88.75;62.75;75.75;C;100101
37;1;37;0;89.75;63.75;76.75;C;100101
38;1;38;0;90.75;64.75;77.75;C;100102
39;1;39;0;91.75;65.75;78.75;C;100103
40;1;40;0;92.75;66.75;79.75;C;100104
41;1;41;0;93.75;67.75;80.75;C;100104
42;1;42;0;94.75;68.75;81.75;C;100104
43;1;43;0;95.75;69.75;82.75;C;100101
44;1;44;0;96.75;70.75;83.75;C;100101
45;1;45;0;97.75;71.75;84.75;C;100102
46;1;46;0;98.75;72.75;85.75;C;100103
47;1;47;0;99.75;73.75;86.75;C;100104
48;1;48;0;100.75;74.75;87.75;C;100104
49;1;1;1;53.75;27.75;40.75;A;100104
50;1;2;1;54.75;28.75;41.75;A;100101
51;1;3;1;55.75;29.75;42.75;B;100101
52;1;4;1;56.75;30.75;43.75;B;100102
53;1;5;1;57.75;31.75;44.75;B;100103
54;1;6;1;58.75;32.75;45.75;B;100104
55;1;7;1;59.75;33.75;46.75;B;100104
56;1;8;1;60.75;34.75;47.75;B;100104
57;1;9;1;61.75;35.75;48.75;B;100101
58;1;10;1;62.75;36.75;49.75;B;100101
59;1;11;1;63.75;37.75;50.75;B;100102
60;1;12;1;64.75;38.75;51.75;B;100103
61;1;13;1;65.75;39.75;52.75;B;100104
62;1;14;1;66.75;40.75;53.75;B;100104
63;1;15;1;67.75;41.75;54.75;B;100104
64;1;16;1;68.75;42.75;55.75;B;100101
65;1;17;1;69.75;43.75;56.75;B;100101
66;1;18;1;70.75;44.75;57.75;C;100102
67;1;19;1;71.75;45.75;58.75;C;100103
68;1;20;1;72.75;46.75;59.75;C;100104
69;1;21;1;73.75;47.75;60.75;C;100104
70;1;22;1;74.75;48.75;61.75;C;100104
71;1;23;1;75.75;49.75;62.75;C;100101
72;1;24;1;76.75;50.75;63.75;C;100101
73;1;25;1;77.75;51.75;64.75;C;100102
74;1;26;1;78.75;52.75;65.75;C;100103
75;1;27;1;79.75;53.75;66.75;C;100104
76;1;28;1;80.75;54.75;67.75;C;100104
77;1;29;1;81.75;55.75;68.75;C;100104
78;1;30;1;82.75;56.75;69.75;C;100101
79;1;31;1;83.75;57.75;70.75;C;100101
80;1;32;1;84.75;58.75;71.75;C;100102
81;1;33;1;85.75;59.75;72.75;C;100103
82;1;34;1;86.75;60.75;73.75;C;100104
83;1;35;1;87.75;61.75;74.75;C;100104
84;1;36;1;88.75;62.75;75.75;C;100104
85;1;37;1;89.75;63.75;76.75;C;100101
86;1;38;1;90.75;64.75;77.75;C;100101
87;1;39;1;91.75;65.75;78.75;C;100102
88;1;40;1;92.75;66.75;79.75;C;100103
89;1;41;1;93.75;67.75;80.75;C;100104
90;1;42;1;94.75;68.75;81.75;C;100104
91;1;43;1;95.75;69.75;82.75;C;100104
92;1;44;1;96.75;70.75;83.75;C;100101
93;1;45;1;97.75;71.75;84.75;C;100101
94;1;46;1;98.75;72.75;85.75;C;100102
95;1;47;1;99.75;73.75;86.75;C;100103
96;1;48;1;100.75;74.75;87.75;C;100104
97;1;1;2;53.75;27.75;40.75;A;100104
98;1;2;2;54.75;28.75;41.75;A;100104
99;1;3;2;55.75;29.75;42.75;B;100101
100;1;4;2;56.75;30.75;43.75;B;100101
101;1;5;2;57.75;31.75;44.75;B;100102
102;1;6;2;58.75;32.75;45.75;B;100103
103;1;7;2;59.75;33.75;46.75;B;100104
104;1;8;2;60.75;34.75;47.75;B;100104
105;1;9;2;61.75;35.75;48.75;B;100104
106;1;10;2;62.75;36.75;49.75;B;100101
107;1;11;2;63.75;37.75;50.75;B;100101
108;1;12;2;64.75;38.75;51.75;B;100102
109;1;13;2;65.75;39.75;52.75;B;100103
110;1;14;2;66.75;40.75;53.75;B;100104
111;1;15;2;67.75;41.75;54.75;B;100104
112;1;16;2;68.75;42.75;55.75;B;100104
113;1;17;2;69.75;43.75;56.75;B;100101
114;1;18;2;70.75;44.75;57.75;C;100101
115;1;19;2;71.75;45.75;58.75;C;100102
116;1;20;2;72.75;46.75;59.75;C;100103
117;1;21;2;73.75;47.75;60.75;C;100104
118;1;22;2;74.75;48.75;61.75;C;100104
119;1;23;2;75.75;49.75;62.75;C;100104
120;1;24;2;76.75;50.75;63.75;C;100101
121;1;25;2;77.75;51.75;64.75;C;100101
122;1;26;2;78.75;52.75;65.75;C;100102
123;1;27;2;79.75;53.75;66.75;C;100103
124;1;28;2;80.75;54.75;67.75;C;100104
125;1;29;2;81.75;55.75;68.75;C;100104
126;1;30;2;82.75;56.75;69.75;C;100104
127;1;31;2;83.75;57.75;70.75;C;100101
128;1;32;2;84.75;58.75;71.75;C;100101
129;1;33;2;85.75;59.75;72.75;C;100102
130;1;34;2;86.75;60.75;73.75;C;100103
131;1;35;2;87.75;61.75;74.75;C;100104
